"escuela","sexo","edad","ambito","grupo_familiar","estado_padres","educ_madre","educ_padre","trabajo_madre","trabajo_padre","razon_escuela","tutor","duracion_viaje","tiempo_estudio","asignaturas_perdidas","becas","apoyo_familiar","clases_particulares","act_extracurriculares","fue_guarderia","quiere_educ_superior","internet_casa","en_pareja","rel_familia","tiempo_libre","sale_con_amigos","alcohol_diario","alcohol_semanal","salud","ausencias","nota_1er_parcial","nota_2do_parcial","nota_final"
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","15 a 30 min","5 a 10 horas",0,"no","si","si","no","no","si","si","si","buena","mas o menos","mas o menos","muy poco","poco","buena",4,14,14,14
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","mas de 10 horas",0,"no","si","no","si","si","si","si","no","buena","muchisimo","muchisimo","poco","mucho","muy buena",2,9,8,8
"GP","F",17,"rural","mas de 3","juntos","primaria (hasta 9no)","universitaria","desde casa","otro","cursos","padre","1 a 15 min","5 a 10 horas",0,"","si","no","no","","si","si","si","buena","mucho","mas o menos","muy poco","muy poco","muy buena",7,12,14,14
"GP","F",18,"urbano","mas de 3","","secundaria","secundaria","servicios publicos","servicios publicos","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","","","","no","muy buena","mas o menos","mucho","muy poco","muy poco","buena",0,7,0,0
"GP","F",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","otro","1 a 15 min","2 a 5 horas",0,"no","no","no","si","no","si","si","si","buena","mas o menos","mas o menos","muy poco","muy poco","mala",0,8,8,0
"GP","F",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cursos","","15 a 30 min","mas de 10 horas",0,"no","no","no","si","si","si","no","no","buena","mucho","mucho","muy poco","muy poco","buena",0,10,9,0
"GP","F",17,"urbano","mas de 3","","secundaria","universitaria","servicios publicos","otro","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","no","si","si","si","no","buena","mucho","muchisimo","muy poco","mas o menos","muy buena",16,16,15,15
"GP","F",19,"rural","mas de 3","separados","secundaria","primaria (hasta 4to)","servicios publicos","desde casa","cerca de casa","otro","1 a 15 min","5 a 10 horas",1,"","no","si","no","si","si","no","no","muy buena","mucho","mas o menos","muy poco","poco","muy buena",12,14,13,13
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"","si","si","no","si","si","si","si","buena","mas o menos","poco","poco","mas o menos","mala",0,7,8,0
"GP","F",18,"urbano","menos de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","cerca de casa","madre","1 a 15 min","mas de 10 horas",0,"no","si","no","no","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy mala",7,16,15,17
"GP","F",17,"rural","mas de 3","separados","secundaria","primaria (hasta 9no)","otro","otro","cerca de casa","","1 a 15 min","2 a 5 horas",0,"no","si","si","no","si","si","","no","buena","mas o menos","mas o menos","poco","mas o menos","mala",4,9,10,10
"GP","F",19,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","servicios publicos","cerca de casa","otro","1 a 15 min","5 a 10 horas",1,"no","no","si","si","si","si","si","si","buena","mas o menos","mucho","muy poco","mas o menos","mas o menos",4,11,12,11
"GP","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cerca de casa","padre","1 a 15 min","2 a 5 horas",1,"no","si","no","si","si","si","","no","buena","mas o menos","mas o menos","poco","poco","mala",0,10,10,0
"GP","M",18,"urbano","menos de 3","","secundaria","universitaria","servicios publicos","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","si","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",11,16,15,15
"GP","F",17,"urbano","mas de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","desde casa","cerca de casa","padre","1 a 15 min","2 a 5 horas",1,"no","si","no","no","si","si","si","si","mas o menos","mas o menos","muy poco","muy poco","poco","buena",0,9,8,0
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","desde casa","otro","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","no","","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","mas o menos",4,11,10,10
"GP","F",18,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","servicios publicos","otra","madre","1 a 15 min","5 a 10 horas",0,"","no","no","no","si","si","si","si","muy buena","mucho","mas o menos","poco","mas o menos","muy mala",7,13,13,14
"GP","M",18,"rural","mas de 3","juntos","universitaria","secundaria","educacion","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","no","si","si","si","si","muy buena","mas o menos","poco","muy poco","poco","buena",9,16,15,16
"GP","M",18,"urbano","mas de 3","juntos","universitaria","secundaria","educacion","otro","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","no","si","si","si","si","muy buena","mucho","muchisimo","poco","mas o menos","muy buena",0,10,10,9
"GP","F",17,"urbano","mas de 3","juntos","universitaria","secundaria","salud","otro","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","si","si","buena","mucho","mas o menos","muy poco","mas o menos","buena",0,13,15,15
"MS","M",18,"rural","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","si","no","no","no","si","si","no","mala","muchisimo","muchisimo","muchisimo","muchisimo","muy buena",10,11,13,13
"MS","M",19,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cerca de casa","otro","30 min a 1 hora","2 a 5 horas",3,"no","no","no","no","si","si","si","no","muy buena","mucho","mucho","mas o menos","mas o menos","mala",8,8,7,8
"MS","M",17,"urbano","mas de 3","","secundaria","secundaria","salud","","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","no","si","si","si","no","buena","muchisimo","mucho","poco","mas o menos","mas o menos",2,13,13,13
"MS","M",18,"urbano","menos de 3","juntos","primaria (hasta 4to)","secundaria","desde casa","servicios publicos","cursos","madre","1 a 15 min","menos de 2 horas",1,"no","no","no","no","si","no","si","si","buena","mas o menos","mas o menos","poco","mas o menos","mas o menos",7,8,7,8
"MS","M",19,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","otro","30 min a 1 hora","menos de 2 horas",1,"no","si","no","no","si","si","si","no","buena","mucho","mucho","mas o menos","mas o menos","muy buena",4,8,8,8
"MS","M",17,"rural","mas de 3","juntos","universitaria","secundaria","servicios publicos","otro","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"","si","si","si","no","si","si","si","buena","muchisimo","muchisimo","muy poco","mas o menos","mala",4,13,11,11
"MS","F",18,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","","","no","si","muy buena","mas o menos","mucho","muy poco","muy poco","muy buena",0,10,9,9
"MS","F",17,"rural","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","otra","padre","15 a 30 min","2 a 5 horas",0,"no","si","si","si","si","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","muy buena",4,12,13,13
"MS","F",17,"urbano","menos de 3","separados","secundaria","primaria (hasta 9no)","servicios publicos","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","si","si","no","si","muy mala","poco","mas o menos","muy poco","poco","muy buena",2,12,12,11
"MS","M",18,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cerca de casa","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","no","si","si","si","mas o menos","mas o menos","poco","muy poco","poco","mas o menos",4,10,10,10
"MS","F",18,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","servicios publicos","cursos","padre","15 a 30 min","5 a 10 horas",0,"no","no","no","no","si","si","si","no","muy buena","mas o menos","poco","muy poco","muy poco","buena",0,18,16,16
"MS","F",18,"rural","menos de 3","separados","primaria (hasta 4to)","universitaria","desde casa","otro","cursos","madre","30 min a 1 hora","2 a 5 horas",0,"","no","no","no","","si","no","si","buena","mas o menos","mucho","muy poco","mucho","muy buena",0,13,13,13
"MS","M",18,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","otra","madre","15 a 30 min","2 a 5 horas",1,"no","no","no","si","no","no","no","no","buena","mucho","mas o menos","poco","mas o menos","muy buena",2,13,12,12
"MS","F",18,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","otra","","15 a 30 min","2 a 5 horas",0,"no","si","no","no","si","si","si","si","buena","mas o menos","poco","muy poco","mas o menos","mas o menos",0,11,11,10
"MS","F",17,"urbano","menos de 3","","universitaria","universitaria","desde casa","desde casa","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","si","si","si","mala","mas o menos","mucho","muy poco","muy poco","muy mala",0,16,15,15
"MS","F",17,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 9no)","otro","servicios publicos","cursos","padre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","no","si","no","no","mas o menos","poco","poco","muy poco","poco","mas o menos",0,12,11,12
"MS","M",18,"rural","mas de 3","","primaria (hasta 4to)","secundaria","desde casa","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"","si","si","no","si","si","no","no","mas o menos","mas o menos","mucho","poco","mucho","mas o menos",4,10,10,10
"MS","M",18,"urbano","menos de 3","juntos","universitaria","universitaria","educacion","servicios publicos","otra","madre","15 a 30 min","5 a 10 horas",0,"no","no","si","no","si","si","si","si","buena","poco","poco","poco","poco","muy buena",0,13,13,13
"MS","F",17,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","reputacion","madre","30 min a 1 hora","menos de 2 horas",1,"no","si","si","no","si","si","si","si","muy buena","poco","muy poco","muy poco","poco","muy mala",0,7,6,0
"MS","F",18,"urbano","mas de 3","","primaria (hasta 9no)","secundaria","desde casa","servicios publicos","cursos","padre","15 a 30 min","menos de 2 horas",0,"no","si","si","no","si","","si","si","muy buena","poco","mas o menos","muy poco","poco","buena",0,11,10,10
"MS","F",18,"rural","mas de 3","juntos","universitaria","universitaria","otro","educacion","otra","padre","30 min a 1 hora","2 a 5 horas",0,"","si","si","no","no","si","si","si","mas o menos","poco","poco","mucho","poco","muy buena",10,14,12,11
"MS","F",19,"urbano","menos de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","servicios publicos","cerca de casa","otro","15 a 30 min","2 a 5 horas",2,"no","no","no","si","","si","no","si","mas o menos","poco","poco","muy poco","muy poco","mas o menos",4,7,7,9
"MS","M",18,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","servicios publicos","otra","padre","30 min a 1 hora","menos de 2 horas",0,"no","si","si","si","si","no","si","si","buena","mas o menos","mas o menos","poco","mas o menos","mas o menos",3,14,12,12
"MS","F",17,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 9no)","otro","desde casa","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","si","si","si","no","si","mas o menos","mucho","mas o menos","muy poco","muy poco","mas o menos",8,13,11,11
"MS","F",17,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","si","si","si","no","mas o menos","muchisimo","muchisimo","muy poco","mas o menos","muy mala",14,6,5,5
"MS","F",18,"rural","menos de 3","juntos","universitaria","universitaria","otro","otro","reputacion","madre","15 a 30 min","5 a 10 horas",0,"no","no","no","no","si","si","si","no","muy buena","mucho","mucho","muy poco","muy poco","muy mala",0,19,18,19
"MS","F",18,"rural","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","mas de 1 hora","5 a 10 horas",0,"no","no","no","no","si","si","si","no","buena","mas o menos","poco","muy poco","poco","buena",2,8,8,10
"MS","F",20,"urbano","mas de 3","juntos","universitaria","primaria (hasta 9no)","salud","","cursos","otro","15 a 30 min","5 a 10 horas",2,"no","si","si","no","no","si","si","si","muy buena","mucho","mas o menos","muy poco","muy poco","mas o menos",4,15,14,15
"MS","F",18,"rural","menos de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","si","si","si","","si","no","muy buena","mucho","mas o menos","mas o menos","mucho","mala",4,8,9,10
"MS","F",18,"urbano","mas de 3","juntos","secundaria","secundaria","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","si","no","si","si","si","si","buena","muy poco","mas o menos","muy poco","poco","muy mala",0,15,15,15
"MS","F",17,"rural","mas de 3","","secundaria","primaria (hasta 4to)","desde casa","otro","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","no","si","si","no","buena","muchisimo","mucho","poco","mas o menos","muy mala",17,10,10,10
"MS","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","no","si","si","no","","si","no","mas o menos","poco","mucho","muy poco","mucho","mala",4,15,14,14
"MS","M",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","otra","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","si","no","","si","si","buena","mucho","mas o menos","muy poco","mas o menos","muy buena",5,7,6,7
"MS","M",17,"urbano","mas de 3","","primaria (hasta 9no)","secundaria","otro","servicios publicos","cerca de casa","padre","15 a 30 min","2 a 5 horas",0,"","no","no","si","si","si","si","no","buena","mucho","mas o menos","muy poco","muy poco","mas o menos",2,11,11,10
"MS","M",19,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","otra","madre","15 a 30 min","menos de 2 horas",1,"no","no","no","no","si","si","no","no","buena","mas o menos","poco","muy poco","mas o menos","muy buena",0,6,5,0
"MS","M",18,"rural","mas de 3","juntos","universitaria","primaria (hasta 9no)","otro","otro","cerca de casa","padre","15 a 30 min","menos de 2 horas",1,"no","no","si","no","si","si","no","no","muy buena","mucho","mas o menos","mucho","mas o menos","mas o menos",14,6,5,5
"MS","F",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","otra","madre","15 a 30 min","5 a 10 horas",0,"","no","si","no","si","","no","no","muy buena","mas o menos","mas o menos","muy poco","mas o menos","buena",2,10,9,10
"MS","F",18,"rural","mas de 3","juntos","universitaria","universitaria","educacion","desde casa","reputacion","madre","30 min a 1 hora","menos de 2 horas",0,"no","si","si","si","si","","si","si","buena","mucho","mas o menos","poco","poco","muy buena",7,6,5,6
"MS","F",19,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","servicios publicos","otro","cursos","madre","1 a 15 min","5 a 10 horas",1,"no","no","no","si","no","si","","no","muy buena","mucho","poco","muy poco","poco","muy buena",0,7,5,0
"MS","F",18,"urbano","menos de 3","","secundaria","primaria (hasta 4to)","educacion","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","si","si","si","no","buena","mas o menos","mucho","muy poco","muy poco","muy mala",0,7,9,8
"MS","F",18,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","","15 a 30 min","2 a 5 horas",1,"no","no","no","si","si","si","no","no","muy mala","muy poco","muy poco","muy poco","muy poco","muy buena",0,6,5,0
"MS","M",20,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cursos","otro","1 a 15 min","2 a 5 horas",2,"no","si","si","no","","si","no","no","muy buena","muchisimo","mucho","mucho","muchisimo","buena",11,9,9,9
"MS","M",17,"urbano","menos de 3","","secundaria","primaria (hasta 4to)","servicios publicos","servicios publicos","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","no","","si","no","mala","mucho","muchisimo","mas o menos","mucho","mala",3,14,16,16
